COUNTRY_ID,country,year,p.mean,p.lower,p.upper
NPL,Nepal,2009,0.910348436,0.510338123,0.999400829
NPL,Nepal,2010,0.929792157,0.580959147,0.99965202
NPL,Nepal,2011,0.928808057,0.582425484,0.999558806
NPL,Nepal,2012,0.930530702,0.605340441,0.999694688
NPL,Nepal,2013,0.936536678,0.618322547,0.999715257
NPL,Nepal,2014,0.935156618,0.604459356,0.999722741
NPL,Nepal,2015,0.946424523,0.664098228,0.999791822
NPL,Nepal,2016,0.941204846,0.589237755,0.999787345
NPL,Nepal,2017,0.941641594,0.604272707,0.999777164
NPL,Nepal,2018,0.952604138,0.674081689,0.999854133
NPL,Nepal,2019,0.953466435,0.693368056,0.999906329
PAK,Pakistan,1990,0.040041,2.46E-05,0.32958192
PAK,Pakistan,1991,0.040259722,3.72E-05,0.296583206
PAK,Pakistan,1992,0.046766949,5.66E-05,0.381538777
PAK,Pakistan,1993,0.052275605,0.000106676,0.396768764
PAK,Pakistan,1994,0.05718453,0.000131937,0.425773687
PAK,Pakistan,1995,0.080451107,0.000382903,0.515252759
PAK,Pakistan,1996,0.123333797,0.000778059,0.660828185
PAK,Pakistan,1997,0.13794894,0.001012806,0.703710367
PAK,Pakistan,1998,0.21831034,0.003766129,0.846855293
PAK,Pakistan,1999,0.209995603,0.003003911,0.816594851
PAK,Pakistan,2000,0.213314701,0.003718024,0.817874842
PAK,Pakistan,2001,0.305535416,0.008427314,0.899977495
PAK,Pakistan,2002,0.315037771,0.009472374,0.920383758
PAK,Pakistan,2003,0.30965929,0.008505035,0.911176465
PAK,Pakistan,2004,0.35623102,0.010515059,0.938788121
PAK,Pakistan,2005,0.400416003,0.015625025,0.952968051
PAK,Pakistan,2006,0.424537913,0.017392906,0.962274294
PAK,Pakistan,2007,0.474242281,0.02331396,0.973344926
PAK,Pakistan,2008,0.645162037,0.077697897,0.991678104
PAK,Pakistan,2009,0.773504727,0.20318085,0.997475295
PAK,Pakistan,2010,0.840813821,0.295008866,0.998769828
PAK,Pakistan,2011,0.870950369,0.359217272,0.999117441
PAK,Pakistan,2012,0.924676431,0.529444279,0.999623416
PAK,Pakistan,2013,0.899942054,0.398210873,0.999451204
PAK,Pakistan,2014,0.903211592,0.423225238,0.999440574
PAK,Pakistan,2015,0.937409817,0.564968714,0.999680557
PAK,Pakistan,2016,0.925032691,0.497539136,0.999673358
PAK,Pakistan,2017,0.927847739,0.5198027,0.999686487
PAK,Pakistan,2018,0.944461271,0.631766217,0.999868969
PAK,Pakistan,2019,0.966309433,0.739181424,0.999919867
PHL,Philippines,1990,0.000252745,6.52E-08,0.002227502
PHL,Philippines,1991,0.000287118,8.84E-08,0.00286087
PHL,Philippines,1992,0.000334933,1.33E-07,0.002545816
PHL,Philippines,1993,0.000465203,2.93E-07,0.005114517
PHL,Philippines,1994,0.000611123,5.18E-07,0.005943606
PHL,Philippines,1995,0.000960825,7.16E-07,0.008300033
PHL,Philippines,1996,0.001504652,1.46E-06,0.012566442
PHL,Philippines,1997,0.003231255,1.11E-05,0.018530772
PHL,Philippines,1998,0.003619688,1.33E-05,0.019210753
PHL,Philippines,1999,0.009770876,0.000148357,0.022643944
PHL,Philippines,2000,0.012090868,0.000233094,0.02284642
PHL,Philippines,2001,0.014938279,0.000574029,0.023121073
PHL,Philippines,2002,0.015970808,0.000704011,0.023278491
PHL,Philippines,2003,0.016733586,0.001095179,0.023654387
PHL,Philippines,2004,0.017414701,0.001295302,0.023643212
PHL,Philippines,2005,0.017527531,0.00138254,0.023852027
PHL,Philippines,2006,0.016997385,0.001118798,0.024222348
PHL,Philippines,2007,0.017087569,0.000944106,0.024108317
PHL,Philippines,2008,0.018375204,0.00118823,0.024675096
PHL,Philippines,2009,0.01882415,0.001776237,0.024895929
PHL,Philippines,2010,0.018979275,0.001678403,0.025032296
PHL,Philippines,2011,0.019149967,0.001637759,0.025110798
PHL,Philippines,2012,0.019753333,0.002437441,0.025408697
PHL,Philippines,2013,0.020138678,0.001732659,0.025712194
PHL,Philippines,2014,0.019860717,0.001719447,0.02580549
PHL,Philippines,2015,0.020847527,0.002441228,0.026137329
PHL,Philippines,2016,0.020788101,0.001823531,0.026418788
PHL,Philippines,2017,0.020763218,0.001661236,0.026418425
PHL,Philippines,2018,0.021949145,0.002829962,0.026799711
PHL,Philippines,2019,0.021782437,0.00228608,0.026878456
PNG,Papua New Guinea,1990,0.004782675,1.36E-06,0.044222578
PNG,Papua New Guinea,1991,0.004750498,1.55E-06,0.03626861
PNG,Papua New Guinea,1992,0.005374212,2.10E-06,0.042275867
PNG,Papua New Guinea,1993,0.005474985,2.56E-06,0.042092166
PNG,Papua New Guinea,1994,0.005455031,2.60E-06,0.042077891
PNG,Papua New Guinea,1995,0.006410072,4.96E-06,0.050329479
PNG,Papua New Guinea,1996,0.007980284,8.12E-06,0.067619957
PNG,Papua New Guinea,1997,0.008335764,1.11E-05,0.072797612
PNG,Papua New Guinea,1998,0.00896289,1.15E-05,0.072956199
PNG,Papua New Guinea,1999,0.008983239,1.40E-05,0.072312272
PNG,Papua New Guinea,2000,0.008909644,1.27E-05,0.067592943
PNG,Papua New Guinea,2001,0.009344907,1.22E-05,0.086530651
PNG,Papua New Guinea,2002,0.010875877,1.31E-05,0.101844063
PNG,Papua New Guinea,2003,0.011270606,1.22E-05,0.095571728
PNG,Papua New Guinea,2004,0.011345964,1.18E-05,0.101941763
PNG,Papua New Guinea,2005,0.010650566,9.51E-06,0.098504169
PNG,Papua New Guinea,2006,0.008850251,8.09E-06,0.077369483
PNG,Papua New Guinea,2007,0.008653686,6.71E-06,0.07858
PNG,Papua New Guinea,2008,0.01136915,1.05E-05,0.104675228
PNG,Papua New Guinea,2009,0.013198376,1.26E-05,0.112219697
PNG,Papua New Guinea,2010,0.012848465,1.36E-05,0.109580895
PNG,Papua New Guinea,2011,0.013068054,1.15E-05,0.108519719
PNG,Papua New Guinea,2012,0.015568806,1.78E-05,0.137886188
