location,year,AWARE,"DDD/1,000/day",proportion
Czech Republic,2010,Other,0.008,0
Czech Republic,2011,Access,9.967,0.606
Czech Republic,2011,Watch,6.455,0.393
Czech Republic,2011,Reserve,0.008,0
Czech Republic,2011,Other,0.007,0
Czech Republic,2012,Access,9.383,0.603
Czech Republic,2012,Watch,6.167,0.396
Czech Republic,2012,Reserve,0.009,0.001
Czech Republic,2012,Other,0.007,0
Czech Republic,2013,Access,10.182,0.599
Czech Republic,2013,Watch,6.806,0.4
Czech Republic,2013,Reserve,0.009,0.001
Czech Republic,2013,Other,0.004,0
Czech Republic,2014,Access,10.8,0.599
Czech Republic,2014,Reserve,0.008,0
Czech Republic,2014,Watch,7.229,0.401
Czech Republic,2014,Other,0.002,0
Czech Republic,2015,Access,11.362,0.596
Czech Republic,2015,Reserve,0.011,0.001
Czech Republic,2015,Watch,7.682,0.403
Czech Republic,2015,Other,0.004,0
Czech Republic,2016,Access,10.834,0.599
Czech Republic,2016,Reserve,0.012,0.001
Czech Republic,2016,Watch,7.228,0.4
Czech Republic,2016,Other,0.004,0
Czech Republic,2017,Access,11.062,0.599
Czech Republic,2017,Reserve,0.013,0.001
Czech Republic,2017,Watch,7.379,0.4
Czech Republic,2017,Other,0.003,0
Czech Republic,2018,Access,11.062,0.595
Czech Republic,2018,Reserve,0.016,0.001
Czech Republic,2018,Watch,7.52,0.404
Czech Republic,2018,Other,0.003,0
Hungary,2000,Access,10.735,0.61
Hungary,2000,Watch,6.843,0.389
Hungary,2000,Reserve,0,0
Hungary,2000,Other,0.031,0.002
Hungary,2001,Access,11.116,0.619
Hungary,2001,Watch,6.819,0.38
Hungary,2001,Reserve,0,0
Hungary,2001,Other,0.027,0.002
Hungary,2002,Access,10.694,0.637
Hungary,2002,Watch,6.074,0.362
Hungary,2002,Reserve,0,0
Hungary,2002,Other,0.022,0.001
Hungary,2003,Access,11.36,0.616
Hungary,2003,Watch,7.057,0.383
Hungary,2003,Reserve,0,0
Hungary,2003,Other,0.022,0.001
Hungary,2004,Access,10.572,0.594
Hungary,2004,Watch,7.215,0.405
Hungary,2004,Reserve,0,0
Hungary,2004,Other,0.011,0.001
Hungary,2005,Access,10.855,0.549
Hungary,2005,Watch,8.921,0.451
Hungary,2005,Reserve,0,0
Hungary,2005,Other,0.003,0
Hungary,2006,Access,9.564,0.535
Hungary,2006,Watch,8.304,0.465
Hungary,2006,Reserve,0,0
Hungary,2006,Other,0,0
Hungary,2007,Access,9.456,0.58
Hungary,2007,Watch,6.844,0.42
Hungary,2007,Reserve,0,0
Hungary,2007,Other,0,0
Hungary,2008,Access,8.899,0.557
Hungary,2008,Watch,7.074,0.443
Hungary,2008,Reserve,0,0
Hungary,2008,Other,0,0
Hungary,2009,Access,8.787,0.547
Hungary,2009,Watch,7.266,0.453
Hungary,2009,Reserve,0.001,0
Hungary,2009,Other,0,0
Hungary,2010,Access,8.428,0.528
Hungary,2010,Watch,7.528,0.472
Hungary,2010,Reserve,0.002,0
Hungary,2010,Other,0,0
Hungary,2011,Access,8.299,0.527
Hungary,2011,Watch,7.436,0.473
Hungary,2011,Reserve,0.002,0
Hungary,2011,Other,0,0
Hungary,2012,Access,7.875,0.529
Hungary,2012,Watch,6.998,0.47
Hungary,2012,Reserve,0.003,0
Hungary,2012,Other,0,0
Hungary,2013,Access,7.948,0.52
Hungary,2013,Watch,7.334,0.48
Hungary,2013,Reserve,0.004,0
Hungary,2013,Other,0,0
Hungary,2014,Access,8.691,0.532
Hungary,2014,Watch,7.635,0.468
Hungary,2014,Reserve,0.001,0
Hungary,2015,Access,9.116,0.524
Hungary,2015,Watch,8.28,0.476
Hungary,2015,Reserve,0.001,0
Hungary,2016,Access,8.379,0.526
Hungary,2016,Watch,7.54,0.474
Hungary,2016,Reserve,0.002,0
Hungary,2017,Access,8.542,0.527
Hungary,2017,Watch,7.665,0.473
Hungary,2017,Reserve,0.002,0
Hungary,2018,Access,8.709,0.532
Hungary,2018,Watch,7.652,0.468
Hungary,2018,Reserve,0.003,0
Poland,2000,Other,0,0
Poland,2000,Access,12.167,0.694
Poland,2000,Watch,5.361,0.306
Poland,2000,Reserve,0.001,0
Poland,2001,Other,0,0
Poland,2001,Access,12.335,0.683
Poland,2001,Watch,5.713,0.317
Poland,2001,Reserve,0.001,0
Poland,2002,Other,0,0
Poland,2002,Access,11.763,0.683
Poland,2002,Watch,5.456,0.317
Poland,2002,Reserve,0.001,0
Poland,2003,Other,0,0
Poland,2003,Access,13.216,0.692
Poland,2003,Watch,5.886,0.308
Poland,2003,Reserve,0.001,0
Poland,2004,Other,0,0
Poland,2004,Access,12.938,0.677
Poland,2004,Watch,6.179,0.323
Poland,2004,Reserve,0.001,0
Poland,2005,Other,0.002,0
Poland,2005,Access,14.006,0.656
Poland,2005,Watch,7.334,0.344
Poland,2005,Reserve,0.002,0
Poland,2006,Other,0.002,0
Poland,2006,Access,12.94,0.63
Poland,2006,Watch,7.603,0.37
Poland,2006,Reserve,0.002,0
Poland,2007,Other,0.003,0
Poland,2007,Access,13.625,0.602
Poland,2007,Watch,9.007,0.398
Poland,2007,Reserve,0.003,0
Poland,2008,Other,0.003,0
Poland,2008,Access,13.053,0.591
Poland,2008,Watch,9.018,0.408
Poland,2008,Reserve,0.004,0
Poland,2009,Other,0.003,0
Poland,2009,Access,13.427,0.585
Poland,2009,Watch,9.511,0.415
Poland,2009,Reserve,0.004,0
Poland,2010,Other,0.003,0
Poland,2010,Access,11.861,0.58
Poland,2010,Watch,8.573,0.419
Poland,2010,Reserve,0.006,0
Poland,2011,Other,0.002,0
Poland,2011,Access,12.054,0.57
Poland,2011,Watch,9.088,0.43
Poland,2011,Reserve,0.008,0
Poland,2012,Other,0.001,0
Poland,2012,Access,11.039,0.579
Poland,2012,Watch,8.032,0.421
Poland,2012,Reserve,0.008,0
Poland,2013,Other,0.001,0
Poland,2013,Access,11.667,0.564
Poland,2013,Watch,9.008,0.435
Poland,2013,Reserve,0.01,0
Poland,2014,Access,12.271,0.564
Poland,2014,Watch,9.473,0.436
Poland,2014,Reserve,0.004,0
Poland,2014,Other,0.001,0
Poland,2015,Access,12.632,0.561
Poland,2015,Watch,9.89,0.439
Poland,2015,Reserve,0.004,0
Poland,2015,Other,0.001,0
Poland,2016,Access,12.15,0.55
Poland,2016,Watch,9.928,0.45
Poland,2016,Reserve,0.005,0
Poland,2016,Other,0.001,0
Poland,2017,Access,12.103,0.537
Poland,2017,Watch,10.422,0.463
Poland,2017,Reserve,0.005,0
Poland,2017,Other,0,0
Poland,2018,Access,11.99,0.534
Poland,2018,Watch,10.468,0.466
Poland,2018,Reserve,0.006,0
Poland,2018,Other,0,0
Romania,2000,Access,11.794,0.82
Romania,2000,Watch,2.53,0.176
Romania,2000,Reserve,0.002,0
Romania,2000,Other,0.053,0.004
Romania,2001,Access,14.082,0.826
Romania,2001,Watch,2.899,0.17
Romania,2001,Reserve,0.014,0.001
Romania,2001,Other,0.058,0.003
Romania,2002,Access,14.21,0.815
Romania,2002,Watch,3.154,0.181
Romania,2002,Reserve,0.005,0
Romania,2002,Other,0.061,0.003
Romania,2003,Access,14.68,0.818
Romania,2003,Watch,3.176,0.177
Romania,2003,Reserve,0.015,0.001
Romania,2003,Other,0.068,0.004
Romania,2004,Access,14.846,0.774
Romania,2004,Watch,4.226,0.22
Romania,2004,Reserve,0.004,0
Romania,2004,Other,0.092,0.005
Romania,2005,Access,15.137,0.759
Romania,2005,Watch,4.744,0.238
Romania,2005,Reserve,0.002,0
Romania,2005,Other,0.056,0.003
Romania,2006,Access,16.644,0.733
Romania,2006,Watch,6.019,0.265
Romania,2006,Reserve,0.002,0
Romania,2006,Other,0.044,0.002
Romania,2007,Access,18.81,0.687
Romania,2007,Watch,8.527,0.311
Romania,2007,Reserve,0.002,0
Romania,2007,Other,0.037,0.001
Romania,2008,Access,16.323,0.631
Romania,2008,Watch,9.475,0.366
Romania,2008,Reserve,0.005,0
Romania,2008,Other,0.077,0.003
Romania,2009,Access,15.555,0.619
Romania,2009,Watch,9.533,0.379
Romania,2009,Reserve,0.009,0
Romania,2009,Other,0.044,0.002
Romania,2010,Access,14.889,0.614
Romania,2010,Watch,9.326,0.385
Romania,2010,Reserve,0.009,0
Romania,2010,Other,0.03,0.001
Romania,2011,Access,16.07,0.608
Romania,2011,Watch,10.33,0.391
Romania,2011,Reserve,0.01,0
Romania,2011,Other,0.032,0.001
Romania,2012,Access,15.386,0.597
Romania,2012,Watch,10.354,0.402
Romania,2012,Reserve,0.011,0
Romania,2012,Other,0.034,0.001
Romania,2013,Access,15.764,0.59
Romania,2013,Watch,10.914,0.408
Romania,2013,Reserve,0.015,0.001
Romania,2013,Other,0.035,0.001
Romania,2014,Access,16.496,0.568
Romania,2014,Watch,12.498,0.431
Romania,2014,Reserve,0.008,0
Romania,2014,Other,0.018,0.001
Romania,2015,Access,18.552,0.594
Romania,2015,Watch,12.671,0.405
Romania,2015,Reserve,0.01,0
Romania,2015,Other,0.016,0.001
Romania,2016,Access,16.055,0.573
Romania,2016,Watch,11.948,0.426
Romania,2016,Reserve,0.009,0
Romania,2016,Other,0.015,0.001
Romania,2017,Access,15.688,0.567
Romania,2017,Watch,11.928,0.431
Romania,2017,Reserve,0.008,0
Romania,2017,Other,0.023,0.001
Romania,2018,Access,16.37,0.571
Romania,2018,Watch,12.255,0.428
Romania,2018,Reserve,0.006,0
Romania,2018,Other,0.023,0.001
Serbia,2011,Access,11.663,0.621
Serbia,2011,Reserve,0.001,0
Serbia,2011,Watch,7.112,0.379
Serbia,2012,Access,12.729,0.634
Serbia,2012,Reserve,0.002,0
Serbia,2012,Watch,7.331,0.365
Serbia,2013,Access,13.77,0.661
Serbia,2013,Reserve,0.003,0
Serbia,2013,Watch,7.069,0.339
Serbia,2014,Access,12.358,0.632
Serbia,2014,Reserve,0.004,0
Serbia,2014,Watch,7.189,0.368
Serbia,2015,Access,13.981,0.617
Serbia,2015,Reserve,0.005,0
Serbia,2015,Watch,8.682,0.383
Serbia,2016,Access,12.905,0.613
Serbia,2016,Reserve,0.007,0
Serbia,2016,Watch,8.138,0.387
Serbia,2017,Access,13.122,0.61
Serbia,2017,Reserve,0.007,0
Serbia,2017,Watch,8.38,0.39
Serbia,2018,Access,13.454,0.586
Serbia,2018,Reserve,0.008,0
Serbia,2018,Watch,9.516,0.414
Slovakia,2000,Access,14.523,0.703
Slovakia,2000,Watch,6.131,0.297
Slovakia,2000,Reserve,0.002,0
Slovakia,2000,Other,0.003,0
Slovakia,2001,Access,15.085,0.694
Slovakia,2001,Watch,6.644,0.306
Slovakia,2001,Reserve,0.003,0
Slovakia,2001,Other,0.005,0
Slovakia,2002,Access,13.275,0.663
Slovakia,2002,Watch,6.728,0.336
Slovakia,2002,Reserve,0.003,0
Slovakia,2002,Other,0.005,0
Slovakia,2003,Access,13.955,0.661
Slovakia,2003,Watch,7.138,0.338
Slovakia,2003,Reserve,0.004,0
Slovakia,2003,Other,0.007,0
Slovakia,2004,Access,12.379,0.65
Slovakia,2004,Watch,6.651,0.349
Slovakia,2004,Reserve,0.003,0
Slovakia,2004,Other,0.007,0
Slovakia,2005,Access,12.512,0.578
Slovakia,2005,Watch,9.126,0.421
Slovakia,2005,Reserve,0.005,0
Slovakia,2005,Other,0.009,0
Slovakia,2006,Access,10.998,0.513
Slovakia,2006,Watch,10.427,0.486
Slovakia,2006,Reserve,0.007,0
Slovakia,2006,Other,0.01,0
Slovakia,2007,Access,10.675,0.451
Slovakia,2007,Watch,12.986,0.548
Slovakia,2007,Reserve,0.009,0
Slovakia,2007,Other,0.011,0
Slovakia,2008,Access,10.306,0.449
Slovakia,2008,Watch,12.626,0.55
Slovakia,2008,Reserve,0.011,0
Slovakia,2008,Other,0.012,0.001
Slovakia,2009,Access,10.048,0.435
Slovakia,2009,Watch,13.033,0.564
Slovakia,2009,Reserve,0.012,0.001
Slovakia,2009,Other,0.012,0.001
Slovakia,2010,Access,9.296,0.426
Slovakia,2010,Watch,12.499,0.573
Slovakia,2010,Reserve,0.013,0.001
Slovakia,2010,Other,0.012,0.001
Slovakia,2011,Access,9.117,0.434
Slovakia,2011,Watch,11.867,0.565
Slovakia,2011,Reserve,0.012,0.001
Slovakia,2011,Other,0.011,0.001
Slovakia,2012,Access,8.814,0.433
Slovakia,2012,Watch,11.526,0.566
Slovakia,2012,Reserve,0.013,0.001
Slovakia,2012,Other,0.01,0
Slovakia,2013,Access,9.243,0.42
Slovakia,2013,Watch,12.739,0.579
Slovakia,2013,Reserve,0.015,0.001
Slovakia,2013,Other,0.011,0.001
Slovakia,2014,Access,9.316,0.412
Slovakia,2014,Reserve,0.006,0
Slovakia,2014,Watch,13.251,0.587
Slovakia,2014,Other,0.012,0.001
Slovakia,2015,Access,9.886,0.411
Slovakia,2015,Reserve,0.006,0
Slovakia,2015,Watch,14.13,0.588
Slovakia,2015,Other,0.014,0.001
Slovakia,2016,Access,9.262,0.41
Slovakia,2016,Reserve,0.007,0
Slovakia,2016,Watch,13.324,0.589
Slovakia,2016,Other,0.014,0.001
Slovakia,2017,Access,9.401,0.413
Slovakia,2017,Reserve,0.007,0
Slovakia,2017,Watch,13.367,0.587
Slovakia,2017,Other,0.013,0.001
Slovakia,2018,Access,9.321,0.407
Slovakia,2018,Reserve,0.01,0
Slovakia,2018,Watch,13.545,0.592
Slovakia,2018,Other,0.012,0.001
Slovenia,2000,Access,10.565,0.606
Slovenia,2000,Watch,6.858,0.394
Slovenia,2000,Reserve,0,0
Slovenia,2001,Access,10.261,0.626
Slovenia,2001,Watch,6.129,0.374
Slovenia,2001,Reserve,0,0
Slovenia,2002,Access,9.828,0.638
Slovenia,2002,Watch,5.565,0.362
Slovenia,2002,Reserve,0,0
Slovenia,2003,Access,10.877,0.65
Slovenia,2003,Watch,5.865,0.35
Slovenia,2003,Reserve,0,0
Slovenia,2004,Access,10.288,0.636
Slovenia,2004,Watch,5.898,0.364
Slovenia,2004,Reserve,0,0
Slovenia,2005,Access,9.808,0.571
Slovenia,2005,Watch,7.374,0.429
Slovenia,2005,Reserve,0.002,0
Slovenia,2006,Access,9.65,0.608
Slovenia,2006,Watch,6.228,0.392
Slovenia,2006,Reserve,0.002,0
Slovenia,2007,Access,10.559,0.624
Slovenia,2007,Watch,6.37,0.376
Slovenia,2007,Reserve,0.005,0
Slovenia,2008,Access,9.528,0.658
Slovenia,2008,Watch,4.944,0.342
Slovenia,2008,Reserve,0.004,0
Slovenia,2009,Access,9.527,0.67
Slovenia,2009,Watch,4.697,0.33
Slovenia,2009,Reserve,0.005,0
Slovenia,2010,Access,9.881,0.691
Slovenia,2010,Watch,4.407,0.308
Slovenia,2010,Reserve,0.007,0
Slovenia,2011,Access,9.895,0.702
Slovenia,2011,Watch,4.203,0.298
Slovenia,2011,Reserve,0.007,0
Slovenia,2012,Access,9.752,0.717
Slovenia,2012,Watch,3.839,0.282
Slovenia,2012,Reserve,0.006,0
Slovenia,2013,Access,9.784,0.718
Slovenia,2013,Watch,3.837,0.282
Slovenia,2013,Reserve,0.007,0
Slovenia,2014,Access,10.415,0.73
Slovenia,2014,Watch,3.832,0.269
Slovenia,2014,Reserve,0.012,0.001
Slovenia,2015,Access,11.196,0.741
Slovenia,2015,Watch,3.904,0.258
Slovenia,2015,Reserve,0.015,0.001
Slovenia,2016,Access,10.646,0.736
Slovenia,2016,Watch,3.804,0.263
Slovenia,2016,Reserve,0.013,0.001
Slovenia,2017,Access,10.523,0.73
Slovenia,2017,Watch,3.867,0.268
Slovenia,2017,Reserve,0.016,0.001
Slovenia,2018,Access,10.719,0.733
Slovenia,2018,Watch,3.881,0.265
Slovenia,2018,Reserve,0.017,0.001
Belarus,2008,Access,9.226,0.613
Belarus,2008,Watch,5.453,0.362
Belarus,2008,Reserve,0.002,0
Belarus,2008,Other,0.378,0.025
Belarus,2009,Access,9.855,0.591
Belarus,2009,Watch,6.612,0.396
Belarus,2009,Reserve,0.003,0
Belarus,2009,Other,0.206,0.012
Belarus,2010,Access,8.27,0.56
Belarus,2010,Watch,6.362,0.431
Belarus,2010,Reserve,0.002,0
Belarus,2010,Other,0.143,0.01
Belarus,2011,Access,9.155,0.544
Belarus,2011,Watch,7.564,0.45
Belarus,2011,Reserve,0.003,0
Belarus,2011,Other,0.092,0.005
Belarus,2012,Access,8.547,0.549
Belarus,2012,Watch,6.945,0.446
Belarus,2012,Reserve,0.004,0
Belarus,2012,Other,0.069,0.004
Belarus,2013,Access,9.702,0.523
Belarus,2013,Watch,8.789,0.473
Belarus,2013,Reserve,0.007,0
Belarus,2013,Other,0.069,0.004
Belarus,2014,Access,11.532,0.562
Belarus,2014,Reserve,0.008,0
Belarus,2014,Watch,8.915,0.435
Belarus,2014,Other,0.053,0.003
Belarus,2015,Access,11.017,0.546
Belarus,2015,Reserve,0.016,0.001
Belarus,2015,Watch,9.102,0.451
Belarus,2015,Other,0.055,0.003
Belarus,2016,Access,10.806,0.545
Belarus,2016,Reserve,0.015,0.001
Belarus,2016,Watch,8.955,0.452
Belarus,2016,Other,0.056,0.003
Belarus,2017,Access,12.236,0.574
Belarus,2017,Reserve,0.031,0.001
Belarus,2017,Watch,8.991,0.422
Belarus,2017,Other,0.066,0.003
Belarus,2018,Access,12.282,0.564
Belarus,2018,Reserve,0.119,0.005
Belarus,2018,Watch,9.316,0.427
Belarus,2018,Other,0.075,0.003
Estonia,2000,Access,8.736,0.758
Estonia,2000,Watch,2.781,0.241
Estonia,2000,Reserve,0.001,0
Estonia,2001,Access,9.122,0.743
Estonia,2001,Watch,3.137,0.256
Estonia,2001,Reserve,0.016,0.001
Estonia,2002,Access,8.753,0.739
Estonia,2002,Watch,3.084,0.26
Estonia,2002,Reserve,0.005,0
Estonia,2003,Access,7.206,0.71
Estonia,2003,Watch,2.949,0.29
Estonia,2003,Reserve,0.001,0
Estonia,2004,Access,7.683,0.699
Estonia,2004,Watch,3.309,0.301
Estonia,2004,Reserve,0.003,0
Estonia,2005,Access,8.483,0.681
Estonia,2005,Watch,3.969,0.319
Estonia,2005,Reserve,0.005,0
Estonia,2006,Access,7.107,0.667
Estonia,2006,Watch,3.538,0.332
Estonia,2006,Reserve,0.006,0.001
Estonia,2007,Access,7.393,0.638
Estonia,2007,Watch,4.201,0.362
Estonia,2007,Reserve,0.002,0
Estonia,2008,Access,6.94,0.612
Estonia,2008,Watch,4.402,0.388
Estonia,2008,Reserve,0.003,0
Estonia,2009,Access,6.285,0.605
Estonia,2009,Watch,4.086,0.394
Estonia,2009,Reserve,0.01,0.001
Estonia,2010,Access,6.212,0.584
Estonia,2010,Watch,4.416,0.415
Estonia,2010,Reserve,0.003,0
Estonia,2011,Access,6.663,0.602
Estonia,2011,Watch,4.402,0.398
Estonia,2011,Reserve,0.004,0
Estonia,2012,Access,6.617,0.582
Estonia,2012,Watch,4.739,0.417
Estonia,2012,Reserve,0.006,0.001
Estonia,2013,Access,5.933,0.546
Estonia,2013,Watch,4.92,0.453
Estonia,2013,Reserve,0.005,0
Estonia,2014,Access,6.595,0.56
Estonia,2014,Watch,5.184,0.44
Estonia,2015,Access,6.98,0.559
Estonia,2015,Watch,5.517,0.441
Estonia,2016,Access,7.075,0.577
Estonia,2016,Watch,5.192,0.423
Estonia,2017,Access,6.495,0.49
Estonia,2017,Watch,6.762,0.51
Estonia,2018,Access,6.815,0.515
Estonia,2018,Watch,6.423,0.485
Latvia,2000,Access,10.284,0.759
Latvia,2000,Watch,3.054,0.225
Latvia,2000,Reserve,0.006,0
Latvia,2000,Other,0.201,0.015
Latvia,2001,Access,8.791,0.752
Latvia,2001,Watch,2.814,0.241
Latvia,2001,Reserve,0.003,0
Latvia,2001,Other,0.076,0.007
Latvia,2002,Access,7.273,0.754
Latvia,2002,Watch,2.297,0.238
Latvia,2002,Reserve,0.01,0.001
Latvia,2002,Other,0.072,0.007
Latvia,2003,Access,7.95,0.76
Latvia,2003,Watch,2.38,0.228
Latvia,2003,Reserve,0.007,0.001
Latvia,2003,Other,0.124,0.012
Latvia,2004,Access,8.635,0.755
Latvia,2004,Watch,2.793,0.244
Latvia,2004,Reserve,0,0
Latvia,2004,Other,0.006,0.001
Latvia,2005,Access,8.427,0.719
Latvia,2005,Watch,3.294,0.281
Latvia,2005,Reserve,0,0
Latvia,2005,Other,0,0
Latvia,2006,Access,8.489,0.735
Latvia,2006,Watch,3.06,0.265
Latvia,2006,Reserve,0,0
Latvia,2006,Other,0,0
Latvia,2007,Access,9.308,0.724
Latvia,2007,Watch,3.556,0.276
Latvia,2007,Reserve,0,0
Latvia,2007,Other,0,0
Latvia,2008,Access,8.678,0.722
Latvia,2008,Watch,3.346,0.278
Latvia,2008,Reserve,0.001,0
Latvia,2008,Other,0,0
Latvia,2009,Access,7.845,0.758
Latvia,2009,Watch,2.497,0.241
Latvia,2009,Reserve,0.006,0.001
Latvia,2009,Other,0,0
Latvia,2010,Access,8.169,0.739
Latvia,2010,Watch,2.885,0.261
Latvia,2010,Reserve,0.003,0
Latvia,2010,Other,0,0
Latvia,2011,Access,7.628,0.697
Latvia,2011,Watch,3.316,0.303
Latvia,2011,Reserve,0.006,0.001
Latvia,2011,Other,0.001,0
Latvia,2012,Access,8.089,0.708
Latvia,2012,Watch,3.312,0.29
Latvia,2012,Reserve,0.017,0.002
Latvia,2012,Other,0.001,0
Latvia,2013,Access,8.865,0.698
Latvia,2013,Watch,3.83,0.302
Latvia,2013,Reserve,0.003,0
Latvia,2013,Other,0,0
Latvia,2014,Access,9.33,0.707
Latvia,2014,Watch,3.865,0.293
Latvia,2014,Reserve,0.01,0.001
Latvia,2015,Access,9.744,0.699
Latvia,2015,Watch,4.178,0.3
Latvia,2015,Reserve,0.008,0.001
Latvia,2016,Access,8.967,0.693
Latvia,2016,Watch,3.955,0.306
Latvia,2016,Reserve,0.011,0.001
Latvia,2017,Access,9.402,0.696
Latvia,2017,Watch,4.093,0.303
Latvia,2017,Reserve,0.012,0.001
Latvia,2018,Access,9.683,0.699
Latvia,2018,Watch,4.164,0.3
Latvia,2018,Reserve,0.014,0.001
Lithuania,2000,Access,15.791,0.841
Lithuania,2000,Watch,2.985,0.159
Lithuania,2000,Reserve,0.002,0
Lithuania,2000,Other,0.008,0
Lithuania,2001,Access,13.838,0.763
Lithuania,2001,Watch,4.276,0.236
Lithuania,2001,Reserve,0.006,0
Lithuania,2001,Other,0.016,0.001
Lithuania,2002,Access,12.638,0.82
Lithuania,2002,Watch,2.766,0.18
Lithuania,2002,Reserve,0,0
Lithuania,2002,Other,0,0
Lithuania,2003,Access,13.328,0.829
Lithuania,2003,Watch,2.749,0.171
Lithuania,2003,Reserve,0,0
Lithuania,2003,Other,0,0
Lithuania,2004,Access,13.393,0.803
Lithuania,2004,Watch,3.286,0.197
Lithuania,2004,Reserve,0,0
Lithuania,2004,Other,0,0
Lithuania,2005,Access,12.494,0.777
Lithuania,2005,Watch,3.594,0.223
Lithuania,2005,Reserve,0,0
Lithuania,2005,Other,0.001,0
Lithuania,2006,Access,12.097,0.765
Lithuania,2006,Watch,3.722,0.235
Lithuania,2006,Reserve,0.002,0
Lithuania,2006,Other,0,0
Lithuania,2007,Access,13.138,0.742
Lithuania,2007,Watch,4.575,0.258
Lithuania,2007,Reserve,0.002,0
Lithuania,2007,Other,0.001,0
Lithuania,2008,Access,11.597,0.719
Lithuania,2008,Watch,4.541,0.281
Lithuania,2008,Reserve,0.002,0
Lithuania,2008,Other,0.001,0
Lithuania,2009,Access,10.805,0.716
Lithuania,2009,Watch,4.278,0.284
Lithuania,2009,Reserve,0.001,0
Lithuania,2009,Other,0,0
Lithuania,2010,Access,9.501,0.695
Lithuania,2010,Watch,4.167,0.305
Lithuania,2010,Reserve,0.002,0
Lithuania,2010,Other,0.002,0
Lithuania,2011,Access,10.141,0.679
Lithuania,2011,Watch,4.793,0.321
Lithuania,2011,Reserve,0.003,0
Lithuania,2011,Other,0.002,0
Lithuania,2012,Access,9.562,0.647
Lithuania,2012,Watch,5.215,0.353
Lithuania,2012,Reserve,0.004,0
Lithuania,2012,Other,0.002,0
Lithuania,2013,Access,11.315,0.659
Lithuania,2013,Watch,5.854,0.341
Lithuania,2013,Reserve,0.005,0
Lithuania,2013,Other,0.003,0
Lithuania,2014,Access,11.686,0.657
Lithuania,2014,Watch,6.11,0.343
Lithuania,2014,Reserve,0.003,0
Lithuania,2014,Other,0,0
Lithuania,2015,Access,12.036,0.637
Lithuania,2015,Watch,6.851,0.363
Lithuania,2015,Reserve,0.004,0
Lithuania,2015,Other,0.003,0
Lithuania,2016,Access,12.152,0.644
Lithuania,2016,Watch,6.715,0.356
Lithuania,2016,Reserve,0.008,0
Lithuania,2016,Other,0.002,0
Lithuania,2017,Access,12.417,0.64
Lithuania,2017,Watch,6.972,0.359
Lithuania,2017,Reserve,0.007,0
Lithuania,2017,Other,0.001,0
Lithuania,2018,Access,11.994,0.643
Lithuania,2018,Watch,6.654,0.357
Lithuania,2018,Reserve,0.01,0.001
Lithuania,2018,Other,0.002,0
Russia,2000,Access,4.031,0.74
Russia,2000,Watch,1.188,0.218
Russia,2000,Reserve,0,0
Russia,2000,Other,0.228,0.042
Russia,2001,Access,4.191,0.715
Russia,2001,Watch,1.44,0.246
Russia,2001,Reserve,0,0
Russia,2001,Other,0.23,0.039
Russia,2002,Access,4.036,0.694
Russia,2002,Watch,1.555,0.267
Russia,2002,Reserve,0,0
Russia,2002,Other,0.222,0.038
Russia,2003,Access,4.189,0.665
Russia,2003,Watch,1.92,0.305
Russia,2003,Reserve,0,0
Russia,2003,Other,0.193,0.031
Russia,2004,Access,5.164,0.633
Russia,2004,Watch,2.834,0.347
Russia,2004,Reserve,0,0
Russia,2004,Other,0.157,0.019
Russia,2005,Access,4.868,0.603
Russia,2005,Watch,3.079,0.382
Russia,2005,Reserve,0,0
Russia,2005,Other,0.12,0.015
Russia,2006,Access,4.847,0.575
Russia,2006,Watch,3.488,0.413
Russia,2006,Reserve,0,0
Russia,2006,Other,0.1,0.012
Russia,2007,Access,5.185,0.556
Russia,2007,Watch,4.062,0.435
Russia,2007,Reserve,0.001,0
Russia,2007,Other,0.08,0.009
Russia,2008,Access,5.445,0.543
Russia,2008,Watch,4.484,0.447
Russia,2008,Reserve,0,0
Russia,2008,Other,0.099,0.01
Russia,2009,Access,6.011,0.555
Russia,2009,Watch,4.762,0.439
Russia,2009,Reserve,0,0
Russia,2009,Other,0.062,0.006
Russia,2010,Access,5.987,0.538
Russia,2010,Watch,5.072,0.456
Russia,2010,Reserve,0.002,0
Russia,2010,Other,0.057,0.005
Russia,2011,Access,6.421,0.524
Russia,2011,Watch,5.752,0.47
Russia,2011,Reserve,0.004,0
Russia,2011,Other,0.065,0.005
Russia,2012,Access,6.436,0.502
Russia,2012,Watch,6.293,0.491
Russia,2012,Reserve,0.005,0
Russia,2012,Other,0.077,0.006
Russia,2013,Access,6.474,0.49
Russia,2013,Watch,6.659,0.504
Russia,2013,Reserve,0.007,0.001
Russia,2013,Other,0.072,0.005
Russia,2014,Access,5.548,0.436
Russia,2014,Watch,7.021,0.552
Russia,2014,Reserve,0.006,0
Russia,2014,Other,0.144,0.011
Russia,2015,Access,5.31,0.426
Russia,2015,Watch,7.014,0.562
Russia,2015,Reserve,0.008,0.001
Russia,2015,Other,0.138,0.011
Russia,2016,Access,5.508,0.418
Russia,2016,Watch,7.494,0.569
Russia,2016,Reserve,0.008,0.001
Russia,2016,Other,0.155,0.012
Russia,2017,Access,5.423,0.411
Russia,2017,Watch,7.601,0.576
Russia,2017,Reserve,0.011,0.001
Russia,2017,Other,0.164,0.012
Russia,2018,Access,5.198,0.405
Russia,2018,Watch,7.436,0.58
Russia,2018,Reserve,0.017,0.001
Russia,2018,Other,0.168,0.013
