location,year,AWARE,"DDD/1,000/day",proportion
Switzerland,2004,Reserve,0.007,0.001
Switzerland,2004,Other,0,0
Switzerland,2005,Access,5.167,0.503
Switzerland,2005,Watch,5.09,0.496
Switzerland,2005,Reserve,0.009,0.001
Switzerland,2005,Other,0,0
Switzerland,2006,Access,5.483,0.519
Switzerland,2006,Watch,5.068,0.48
Switzerland,2006,Reserve,0.009,0.001
Switzerland,2006,Other,0,0
Switzerland,2007,Access,5.626,0.518
Switzerland,2007,Watch,5.225,0.481
Switzerland,2007,Reserve,0.009,0.001
Switzerland,2007,Other,0,0
Switzerland,2008,Access,5.953,0.533
Switzerland,2008,Watch,5.196,0.466
Switzerland,2008,Reserve,0.01,0.001
Switzerland,2008,Other,0,0
Switzerland,2009,Access,5.956,0.534
Switzerland,2009,Watch,5.193,0.465
Switzerland,2009,Reserve,0.014,0.001
Switzerland,2009,Other,0,0
Switzerland,2010,Access,6.036,0.543
Switzerland,2010,Watch,5.066,0.456
Switzerland,2010,Reserve,0.018,0.002
Switzerland,2010,Other,0,0
Switzerland,2011,Access,6.108,0.552
Switzerland,2011,Watch,4.933,0.446
Switzerland,2011,Reserve,0.02,0.002
Switzerland,2011,Other,0,0
Switzerland,2012,Access,6.098,0.559
Switzerland,2012,Watch,4.797,0.439
Switzerland,2012,Reserve,0.021,0.002
Switzerland,2012,Other,0,0
Switzerland,2013,Access,6.42,0.573
Switzerland,2013,Watch,4.764,0.425
Switzerland,2013,Reserve,0.021,0.002
Switzerland,2013,Other,0,0
Switzerland,2014,Access,6.98,0.595
Switzerland,2014,Reserve,0.017,0.001
Switzerland,2014,Watch,4.732,0.403
Switzerland,2015,Access,7.01,0.595
Switzerland,2015,Reserve,0.018,0.001
Switzerland,2015,Watch,4.758,0.404
Switzerland,2016,Access,7.194,0.612
Switzerland,2016,Reserve,0.019,0.002
Switzerland,2016,Watch,4.535,0.386
Switzerland,2017,Access,7.017,0.621
Switzerland,2017,Reserve,0.02,0.002
Switzerland,2017,Watch,4.258,0.377
Switzerland,2018,Access,7.238,0.636
Switzerland,2018,Reserve,0.021,0.002
Switzerland,2018,Watch,4.127,0.362
United Kingdom,2000,Other,0.121,0.008
United Kingdom,2000,Access,7.834,0.542
United Kingdom,2000,Watch,6.486,0.449
United Kingdom,2000,Reserve,0.013,0.001
United Kingdom,2001,Other,0.127,0.008
United Kingdom,2001,Access,8.57,0.554
United Kingdom,2001,Watch,6.766,0.437
United Kingdom,2001,Reserve,0.016,0.001
United Kingdom,2002,Other,0.121,0.008
United Kingdom,2002,Access,8.71,0.554
United Kingdom,2002,Watch,6.862,0.437
United Kingdom,2002,Reserve,0.018,0.001
United Kingdom,2003,Other,0.12,0.007
United Kingdom,2003,Access,9.102,0.561
United Kingdom,2003,Watch,6.989,0.431
United Kingdom,2003,Reserve,0.021,0.001
United Kingdom,2004,Other,0.117,0.007
United Kingdom,2004,Access,9.103,0.562
United Kingdom,2004,Watch,6.965,0.43
United Kingdom,2004,Reserve,0.025,0.002
United Kingdom,2005,Other,0.109,0.007
United Kingdom,2005,Access,9.505,0.57
United Kingdom,2005,Watch,7.03,0.422
United Kingdom,2005,Reserve,0.026,0.002
United Kingdom,2006,Other,0.109,0.006
United Kingdom,2006,Access,9.649,0.576
United Kingdom,2006,Watch,6.981,0.416
United Kingdom,2006,Reserve,0.028,0.002
United Kingdom,2007,Other,0.105,0.006
United Kingdom,2007,Access,10.405,0.588
United Kingdom,2007,Watch,7.143,0.404
United Kingdom,2007,Reserve,0.03,0.002
United Kingdom,2008,Other,0.092,0.005
United Kingdom,2008,Access,10.545,0.59
United Kingdom,2008,Watch,7.214,0.403
United Kingdom,2008,Reserve,0.033,0.002
United Kingdom,2009,Other,0.082,0.005
United Kingdom,2009,Access,10.697,0.595
United Kingdom,2009,Watch,7.169,0.399
United Kingdom,2009,Reserve,0.037,0.002
United Kingdom,2010,Other,0.065,0.004
United Kingdom,2010,Access,11.056,0.6
United Kingdom,2010,Watch,7.261,0.394
United Kingdom,2010,Reserve,0.038,0.002
United Kingdom,2011,Other,0.048,0.003
United Kingdom,2011,Access,11.294,0.603
United Kingdom,2011,Watch,7.34,0.392
United Kingdom,2011,Reserve,0.039,0.002
United Kingdom,2012,Other,0.041,0.002
United Kingdom,2012,Access,11.843,0.605
United Kingdom,2012,Watch,7.647,0.391
United Kingdom,2012,Reserve,0.041,0.002
United Kingdom,2013,Other,0.036,0.002
United Kingdom,2013,Access,11.724,0.607
United Kingdom,2013,Watch,7.497,0.388
United Kingdom,2013,Reserve,0.045,0.002
United Kingdom,2014,Other,0.031,0.001
United Kingdom,2014,Access,13.178,0.625
United Kingdom,2014,Watch,7.847,0.372
United Kingdom,2014,Reserve,0.023,0.001
United Kingdom,2015,Other,0.021,0.001
United Kingdom,2015,Access,12.847,0.627
United Kingdom,2015,Watch,7.581,0.37
United Kingdom,2015,Reserve,0.025,0.001
United Kingdom,2016,Other,0.018,0.001
United Kingdom,2016,Access,12.644,0.631
United Kingdom,2016,Watch,7.351,0.367
United Kingdom,2016,Reserve,0.026,0.001
United Kingdom,2017,Other,0.016,0.001
United Kingdom,2017,Access,12.075,0.632
United Kingdom,2017,Watch,6.983,0.366
United Kingdom,2017,Reserve,0.028,0.001
United Kingdom,2018,Other,0.013,0.001
United Kingdom,2018,Access,11.45,0.636
United Kingdom,2018,Watch,6.509,0.362
United Kingdom,2018,Reserve,0.03,0.002
Argentina,2000,Access,6.177,0.586
Argentina,2000,Watch,4.339,0.412
Argentina,2000,Reserve,0.012,0.001
Argentina,2000,Other,0.011,0.001
Argentina,2001,Access,5.871,0.605
Argentina,2001,Watch,3.815,0.393
Argentina,2001,Reserve,0.005,0.001
Argentina,2001,Other,0.014,0.001
Argentina,2002,Access,4.837,0.67
Argentina,2002,Watch,2.367,0.328
Argentina,2002,Reserve,0.016,0.002
Argentina,2002,Other,0.005,0.001
Argentina,2003,Access,7.625,0.694
Argentina,2003,Watch,3.336,0.304
Argentina,2003,Reserve,0.004,0
Argentina,2003,Other,0.014,0.001
Argentina,2004,Access,6.732,0.639
Argentina,2004,Watch,3.789,0.36
Argentina,2004,Reserve,0.006,0.001
Argentina,2004,Other,0.01,0.001
Argentina,2005,Access,7.332,0.653
Argentina,2005,Watch,3.884,0.346
Argentina,2005,Reserve,0.009,0.001
Argentina,2005,Other,0.003,0
Argentina,2006,Access,7.725,0.65
Argentina,2006,Watch,4.159,0.35
Argentina,2006,Reserve,0.001,0
Argentina,2006,Other,0.003,0
Argentina,2007,Access,8.459,0.635
Argentina,2007,Watch,4.859,0.365
Argentina,2007,Reserve,0.002,0
Argentina,2007,Other,0,0
Argentina,2008,Access,8.615,0.652
Argentina,2008,Watch,4.584,0.347
Argentina,2008,Reserve,0.013,0.001
Argentina,2008,Other,0.001,0
Argentina,2009,Access,8,0.631
Argentina,2009,Watch,4.67,0.368
Argentina,2009,Reserve,0.007,0.001
Argentina,2009,Other,0.002,0
Argentina,2010,Access,9.107,0.648
Argentina,2010,Watch,4.931,0.351
Argentina,2010,Reserve,0.015,0.001
Argentina,2010,Other,0.001,0
Argentina,2011,Access,9.615,0.636
Argentina,2011,Watch,5.481,0.363
Argentina,2011,Reserve,0.006,0
Argentina,2011,Other,0.005,0
Argentina,2012,Access,9.469,0.637
Argentina,2012,Watch,5.371,0.361
Argentina,2012,Reserve,0.022,0.002
Argentina,2012,Other,0,0
Argentina,2013,Access,9.796,0.639
Argentina,2013,Watch,5.497,0.359
Argentina,2013,Reserve,0.023,0.002
Argentina,2013,Other,0.005,0
Argentina,2014,Access,10.184,0.658
Argentina,2014,Watch,5.226,0.338
Argentina,2014,Reserve,0.066,0.004
Argentina,2015,Access,10.704,0.642
Argentina,2015,Watch,5.923,0.356
Argentina,2015,Reserve,0.034,0.002
Argentina,2016,Access,10.859,0.644
Argentina,2016,Watch,5.948,0.353
Argentina,2016,Reserve,0.05,0.003
Argentina,2017,Access,10.953,0.656
Argentina,2017,Watch,5.71,0.342
Argentina,2017,Reserve,0.032,0.002
Argentina,2018,Access,10.404,0.685
Argentina,2018,Watch,4.721,0.311
Argentina,2018,Reserve,0.054,0.004
Chile,2000,Access,4.648,0.638
Chile,2000,Watch,2.605,0.358
Chile,2000,Reserve,0,0
Chile,2000,Other,0.03,0.004
Chile,2001,Access,5.317,0.617
Chile,2001,Watch,3.281,0.381
Chile,2001,Reserve,0,0
Chile,2001,Other,0.019,0.002
Chile,2002,Access,4.331,0.581
Chile,2002,Watch,3.101,0.416
Chile,2002,Reserve,0.006,0.001
Chile,2002,Other,0.017,0.002
Chile,2003,Access,4.718,0.606
Chile,2003,Watch,3.063,0.393
Chile,2003,Reserve,0.003,0
Chile,2003,Other,0.004,0
Chile,2004,Access,5.015,0.595
Chile,2004,Watch,3.383,0.402
Chile,2004,Reserve,0.021,0.003
Chile,2004,Other,0.003,0
Chile,2005,Access,4.93,0.554
Chile,2005,Watch,3.949,0.444
Chile,2005,Reserve,0.004,0
Chile,2005,Other,0.012,0.001
Chile,2006,Access,5.121,0.583
Chile,2006,Watch,3.648,0.415
Chile,2006,Reserve,0.006,0.001
Chile,2006,Other,0.006,0.001
Chile,2007,Access,5.478,0.568
Chile,2007,Watch,4.144,0.43
Chile,2007,Reserve,0.007,0.001
Chile,2007,Other,0.007,0.001
Chile,2008,Access,5.907,0.591
Chile,2008,Watch,4.072,0.407
Chile,2008,Reserve,0.01,0.001
Chile,2008,Other,0.012,0.001
Chile,2009,Access,5.535,0.599
Chile,2009,Watch,3.699,0.4
Chile,2009,Reserve,0.005,0.001
Chile,2009,Other,0.004,0
Chile,2010,Access,5.683,0.563
Chile,2010,Watch,4.366,0.433
Chile,2010,Reserve,0.034,0.003
Chile,2010,Other,0.002,0
Chile,2011,Access,5.486,0.559
Chile,2011,Watch,4.317,0.44
Chile,2011,Reserve,0.003,0
Chile,2011,Other,0,0
Chile,2012,Access,5.298,0.51
Chile,2012,Watch,5.075,0.489
Chile,2012,Reserve,0.013,0.001
Chile,2012,Other,0.002,0
Chile,2013,Access,5.611,0.543
Chile,2013,Watch,4.713,0.456
Chile,2013,Reserve,0.004,0
Chile,2013,Other,0.003,0
Chile,2014,Access,6.273,0.563
Chile,2014,Watch,4.844,0.434
Chile,2014,Reserve,0.032,0.003
Chile,2014,Other,0.001,0
Chile,2015,Access,6.452,0.562
Chile,2015,Watch,5.011,0.436
Chile,2015,Reserve,0.016,0.001
Chile,2015,Other,0.002,0
Chile,2016,Access,6.527,0.559
Chile,2016,Watch,5.134,0.44
Chile,2016,Reserve,0.005,0
Chile,2016,Other,0.002,0
Chile,2017,Access,6.497,0.564
Chile,2017,Watch,5.009,0.435
Chile,2017,Reserve,0.002,0
Chile,2017,Other,0.002,0
Chile,2018,Access,6.29,0.573
Chile,2018,Watch,4.681,0.427
Chile,2018,Reserve,0.001,0
Chile,2018,Other,0,0
Uruguay,2000,Access,3.987,0.542
Uruguay,2000,Watch,3.346,0.455
Uruguay,2000,Other,0.018,0.002
Uruguay,2000,Reserve,0,0
Uruguay,2001,Access,4.838,0.544
Uruguay,2001,Watch,3.976,0.447
Uruguay,2001,Other,0.08,0.009
Uruguay,2001,Reserve,0,0
Uruguay,2002,Access,4.636,0.564
Uruguay,2002,Watch,3.563,0.433
Uruguay,2002,Other,0.021,0.003
Uruguay,2002,Reserve,0.001,0
Uruguay,2003,Access,4.992,0.557
Uruguay,2003,Watch,3.922,0.438
Uruguay,2003,Other,0.046,0.005
Uruguay,2003,Reserve,0.002,0
Uruguay,2004,Access,5.455,0.585
Uruguay,2004,Watch,3.835,0.411
Uruguay,2004,Other,0.034,0.004
Uruguay,2004,Reserve,0,0
Uruguay,2005,Access,5.882,0.617
Uruguay,2005,Watch,3.578,0.375
Uruguay,2005,Other,0.073,0.008
Uruguay,2005,Reserve,0.002,0
Uruguay,2006,Access,6.91,0.627
Uruguay,2006,Watch,4.088,0.371
Uruguay,2006,Other,0.023,0.002
Uruguay,2006,Reserve,0,0
Uruguay,2007,Access,6.929,0.606
Uruguay,2007,Watch,4.472,0.391
Uruguay,2007,Other,0.035,0.003
Uruguay,2007,Reserve,0,0
Uruguay,2008,Access,6.77,0.601
Uruguay,2008,Watch,4.465,0.396
Uruguay,2008,Other,0.016,0.001
Uruguay,2008,Reserve,0.015,0.001
Uruguay,2009,Access,7.607,0.61
Uruguay,2009,Watch,4.857,0.389
Uruguay,2009,Other,0.006,0
Uruguay,2009,Reserve,0.007,0.001
Uruguay,2010,Access,8.003,0.611
Uruguay,2010,Watch,5.063,0.386
Uruguay,2010,Other,0.018,0.001
Uruguay,2010,Reserve,0.019,0.001
Uruguay,2011,Access,7.908,0.612
Uruguay,2011,Watch,4.993,0.386
Uruguay,2011,Other,0.018,0.001
Uruguay,2011,Reserve,0.003,0
Uruguay,2012,Access,8.292,0.598
Uruguay,2012,Watch,5.529,0.399
Uruguay,2012,Other,0.012,0.001
Uruguay,2012,Reserve,0.032,0.002
Uruguay,2013,Access,8.435,0.613
Uruguay,2013,Watch,5.278,0.384
Uruguay,2013,Other,0.04,0.003
Uruguay,2013,Reserve,0.008,0.001
Uruguay,2014,Access,10.259,0.643
Uruguay,2014,Watch,5.626,0.353
Uruguay,2014,Reserve,0.042,0.003
Uruguay,2014,Other,0.019,0.001
Uruguay,2015,Access,10.769,0.605
Uruguay,2015,Watch,6.982,0.392
Uruguay,2015,Reserve,0.03,0.002
Uruguay,2015,Other,0.024,0.001
Uruguay,2016,Access,10.184,0.603
Uruguay,2016,Watch,6.652,0.394
Uruguay,2016,Reserve,0.026,0.002
Uruguay,2016,Other,0.022,0.001
Uruguay,2017,Access,10.399,0.608
Uruguay,2017,Watch,6.655,0.389
Uruguay,2017,Reserve,0.047,0.003
Uruguay,2017,Other,0.014,0.001
Uruguay,2018,Access,10.517,0.594
Uruguay,2018,Watch,7.132,0.403
Uruguay,2018,Reserve,0.033,0.002
Uruguay,2018,Other,0.014,0.001
Canada,2000,Other,0.041,0.002
Canada,2000,Access,8.708,0.477
Canada,2000,Watch,9.506,0.521
Canada,2000,Reserve,0.001,0
Canada,2001,Other,0.032,0.002
Canada,2001,Access,8.705,0.467
Canada,2001,Watch,9.895,0.531
Canada,2001,Reserve,0.002,0
Canada,2002,Other,0.03,0.002
Canada,2002,Access,9.07,0.47
Canada,2002,Watch,10.187,0.528
Canada,2002,Reserve,0.003,0
Canada,2003,Other,0.023,0.001
Canada,2003,Access,8.958,0.46
Canada,2003,Watch,10.471,0.538
Canada,2003,Reserve,0.003,0
Canada,2004,Other,0.017,0.001
Canada,2004,Access,9.033,0.462
Canada,2004,Watch,10.518,0.537
Canada,2004,Reserve,0.003,0
Canada,2005,Other,0.016,0.001
Canada,2005,Access,9.659,0.465
Canada,2005,Watch,11.074,0.534
Canada,2005,Reserve,0.004,0
Canada,2006,Other,0.015,0.001
Canada,2006,Access,10.098,0.484
Canada,2006,Watch,10.739,0.515
Canada,2006,Reserve,0.004,0
Canada,2007,Other,0.011,0
Canada,2007,Access,10.588,0.493
Canada,2007,Watch,10.871,0.506
Canada,2007,Reserve,0.005,0
Canada,2008,Other,0.007,0
Canada,2008,Access,8.45,0.476
Canada,2008,Watch,9.273,0.523
Canada,2008,Reserve,0.006,0
Canada,2009,Other,0.004,0
Canada,2009,Access,8.563,0.484
Canada,2009,Watch,9.13,0.516
Canada,2009,Reserve,0.009,0
Canada,2010,Other,0.004,0
Canada,2010,Access,8.553,0.493
Canada,2010,Watch,8.79,0.506
Canada,2010,Reserve,0.009,0.001
Canada,2011,Other,0.002,0
Canada,2011,Access,9.345,0.511
Canada,2011,Watch,8.927,0.488
Canada,2011,Reserve,0.009,0
Canada,2012,Other,0.001,0
Canada,2012,Access,9.636,0.524
Canada,2012,Watch,8.758,0.476
Canada,2012,Reserve,0.012,0.001
Canada,2013,Other,0,0
Canada,2013,Access,10.062,0.545
Canada,2013,Watch,8.378,0.454
Canada,2013,Reserve,0.014,0.001
Canada,2014,Access,10.847,0.575
Canada,2014,Watch,8.014,0.425
Canada,2014,Reserve,0.014,0.001
Canada,2015,Access,10.944,0.588
Canada,2015,Watch,7.662,0.411
Canada,2015,Reserve,0.015,0.001
Canada,2016,Access,11.125,0.607
Canada,2016,Watch,7.173,0.392
Canada,2016,Reserve,0.016,0.001
Canada,2017,Access,11.087,0.619
Canada,2017,Watch,6.792,0.38
Canada,2017,Reserve,0.018,0.001
Canada,2018,Access,11.196,0.643
Canada,2018,Watch,6.206,0.356
Canada,2018,Reserve,0.019,0.001
United States,2000,Other,0.085,0.003
United States,2000,Access,16.42,0.591
United States,2000,Watch,11.273,0.406
United States,2000,Reserve,0.015,0.001
United States,2001,Other,0.081,0.003
United States,2001,Access,17.695,0.595
United States,2001,Watch,11.922,0.401
United States,2001,Reserve,0.021,0.001
United States,2002,Other,0.06,0.002
United States,2002,Access,17.812,0.61
United States,2002,Watch,11.311,0.387
United States,2002,Reserve,0.028,0.001
United States,2003,Other,0.038,0.001
United States,2003,Access,18.05,0.606
United States,2003,Watch,11.638,0.391
United States,2003,Reserve,0.037,0.001
United States,2004,Other,0.027,0.001
United States,2004,Access,16.795,0.614
United States,2004,Watch,10.478,0.383
United States,2004,Reserve,0.055,0.002
United States,2005,Other,0.023,0.001
United States,2005,Access,17.605,0.593
United States,2005,Watch,11.997,0.404
United States,2005,Reserve,0.07,0.002
United States,2006,Other,0.023,0.001
United States,2006,Access,17.999,0.614
United States,2006,Watch,11.222,0.383
United States,2006,Reserve,0.085,0.003
United States,2007,Other,0.02,0.001
United States,2007,Access,16.747,0.6
United States,2007,Watch,11.056,0.396
United States,2007,Reserve,0.097,0.003
United States,2008,Other,0.019,0.001
United States,2008,Access,16.691,0.601
United States,2008,Watch,10.975,0.395
United States,2008,Reserve,0.104,0.004
United States,2009,Other,0.019,0.001
United States,2009,Access,17.585,0.613
United States,2009,Watch,10.977,0.383
United States,2009,Reserve,0.104,0.004
United States,2010,Other,0.019,0.001
United States,2010,Access,17.559,0.614
United States,2010,Watch,10.929,0.382
United States,2010,Reserve,0.103,0.004
United States,2011,Other,0.018,0.001
United States,2011,Access,17.577,0.603
United States,2011,Watch,11.472,0.393
United States,2011,Reserve,0.102,0.004
United States,2012,Other,0.015,0.001
United States,2012,Access,15.803,0.628
United States,2012,Watch,9.234,0.367
United States,2012,Reserve,0.096,0.004
United States,2013,Other,0.014,0.001
United States,2013,Access,15.435,0.625
United States,2013,Watch,9.162,0.371
United States,2013,Reserve,0.099,0.004
United States,2014,Other,0.013,0.001
United States,2014,Access,16.147,0.645
United States,2014,Watch,8.788,0.351
United States,2014,Reserve,0.099,0.004
United States,2015,Other,0.012,0
United States,2015,Access,16.596,0.658
United States,2015,Watch,8.528,0.338
United States,2015,Reserve,0.096,0.004
United States,2016,Other,0.01,0
United States,2016,Access,16.819,0.673
United States,2016,Watch,8.082,0.323
United States,2016,Reserve,0.094,0.004
United States,2017,Other,0.008,0
United States,2017,Access,17.803,0.701
United States,2017,Watch,7.477,0.295
United States,2017,Reserve,0.097,0.004
United States,2018,Other,0.007,0
United States,2018,Access,16.9,0.704
United States,2018,Watch,7.008,0.292
United States,2018,Reserve,0.103,0.004
Dominican Republic,2000,Access,3.139,0.584
Dominican Republic,2000,Watch,2.206,0.411
Dominican Republic,2000,Other,0.029,0.005
Dominican Republic,2000,Reserve,0,0
Dominican Republic,2001,Access,4.236,0.578
Dominican Republic,2001,Watch,3.081,0.421
Dominican Republic,2001,Other,0.009,0.001
Dominican Republic,2001,Reserve,0,0
Dominican Republic,2002,Access,4.256,0.634
Dominican Republic,2002,Watch,2.436,0.363
Dominican Republic,2002,Other,0.019,0.003
Dominican Republic,2002,Reserve,0,0
Dominican Republic,2003,Access,2.831,0.541
Dominican Republic,2003,Watch,2.346,0.448
Dominican Republic,2003,Other,0.057,0.011
Dominican Republic,2003,Reserve,0,0
Dominican Republic,2004,Access,2.786,0.529
Dominican Republic,2004,Watch,2.447,0.464
Dominican Republic,2004,Other,0.036,0.007
Dominican Republic,2004,Reserve,0,0
Dominican Republic,2005,Access,3.006,0.55
Dominican Republic,2005,Watch,2.417,0.442
Dominican Republic,2005,Other,0.044,0.008
Dominican Republic,2005,Reserve,0,0
Dominican Republic,2006,Access,4.105,0.576
Dominican Republic,2006,Watch,3.004,0.422
Dominican Republic,2006,Other,0.012,0.002
Dominican Republic,2006,Reserve,0.001,0
Dominican Republic,2007,Access,2.725,0.496
Dominican Republic,2007,Watch,2.755,0.501
Dominican Republic,2007,Other,0.014,0.002
Dominican Republic,2007,Reserve,0,0
Dominican Republic,2008,Access,3.862,0.592
Dominican Republic,2008,Watch,2.636,0.404
Dominican Republic,2008,Other,0.023,0.004
Dominican Republic,2008,Reserve,0.002,0
Dominican Republic,2009,Access,2.73,0.448
Dominican Republic,2009,Watch,3.328,0.546
Dominican Republic,2009,Other,0.03,0.005
Dominican Republic,2009,Reserve,0.011,0.002
Dominican Republic,2010,Access,2.998,0.463
Dominican Republic,2010,Watch,3.436,0.531
Dominican Republic,2010,Other,0.033,0.005
Dominican Republic,2010,Reserve,0.001,0
Dominican Republic,2011,Access,2.997,0.439
Dominican Republic,2011,Watch,3.807,0.557
Dominican Republic,2011,Other,0.03,0.004
Dominican Republic,2011,Reserve,0,0
Dominican Republic,2012,Access,2.879,0.439
Dominican Republic,2012,Watch,3.669,0.559
Dominican Republic,2012,Other,0.005,0.001
Dominican Republic,2012,Reserve,0.004,0.001
Dominican Republic,2013,Access,3.284,0.416
Dominican Republic,2013,Watch,4.565,0.578
Dominican Republic,2013,Other,0.021,0.003
Dominican Republic,2013,Reserve,0.023,0.003
Dominican Republic,2014,Access,3.798,0.485
Dominican Republic,2014,Watch,3.973,0.508
Dominican Republic,2014,Reserve,0.008,0.001
Dominican Republic,2014,Other,0.048,0.006
Dominican Republic,2015,Access,3.549,0.486
Dominican Republic,2015,Watch,3.674,0.503
Dominican Republic,2015,Reserve,0.028,0.004
Dominican Republic,2015,Other,0.052,0.007
Dominican Republic,2016,Access,3.917,0.475
Dominican Republic,2016,Watch,4.281,0.519
Dominican Republic,2016,Reserve,0.012,0.001
Dominican Republic,2016,Other,0.044,0.005
Dominican Republic,2017,Access,4.004,0.484
Dominican Republic,2017,Watch,4.201,0.508
Dominican Republic,2017,Reserve,0.026,0.003
Dominican Republic,2017,Other,0.039,0.005
Dominican Republic,2018,Access,3.912,0.464
Dominican Republic,2018,Watch,4.48,0.531
Dominican Republic,2018,Reserve,0.027,0.003
Dominican Republic,2018,Other,0.02,0.002
Puerto Rico,2000,Other,0.163,0.014
Puerto Rico,2000,Access,6.148,0.53
Puerto Rico,2000,Watch,5.288,0.456
Puerto Rico,2000,Reserve,0.006,0.001
Puerto Rico,2001,Other,0.232,0.013
Puerto Rico,2001,Access,9.686,0.553
Puerto Rico,2001,Watch,7.601,0.434
Puerto Rico,2001,Reserve,0.009,0.001
Puerto Rico,2002,Other,0.223,0.013
Puerto Rico,2002,Access,9.663,0.58
Puerto Rico,2002,Watch,6.757,0.406
Puerto Rico,2002,Reserve,0.01,0.001
Puerto Rico,2003,Other,0.134,0.007
Puerto Rico,2003,Access,10.717,0.593
Puerto Rico,2003,Watch,7.219,0.399
Puerto Rico,2003,Reserve,0.011,0.001
Puerto Rico,2004,Other,0.078,0.004
Puerto Rico,2004,Access,11.141,0.592
Puerto Rico,2004,Watch,7.58,0.403
Puerto Rico,2004,Reserve,0.015,0.001
Puerto Rico,2005,Other,0.057,0.003
Puerto Rico,2005,Access,9.584,0.529
Puerto Rico,2005,Watch,8.446,0.466
Puerto Rico,2005,Reserve,0.021,0.001
Puerto Rico,2006,Other,0.033,0.002
Puerto Rico,2006,Access,9.992,0.498
Puerto Rico,2006,Watch,10.015,0.499
Puerto Rico,2006,Reserve,0.029,0.001
Puerto Rico,2007,Other,0.01,0
Puerto Rico,2007,Access,9.489,0.473
Puerto Rico,2007,Watch,10.534,0.525
Puerto Rico,2007,Reserve,0.046,0.002
Puerto Rico,2008,Other,0.007,0
Puerto Rico,2008,Access,10.256,0.508
Puerto Rico,2008,Watch,9.856,0.488
Puerto Rico,2008,Reserve,0.062,0.003
Puerto Rico,2009,Other,0.005,0
Puerto Rico,2009,Access,11.146,0.516
Puerto Rico,2009,Watch,10.37,0.48
Puerto Rico,2009,Reserve,0.069,0.003
Puerto Rico,2010,Other,0.006,0
Puerto Rico,2010,Access,11.163,0.529
Puerto Rico,2010,Watch,9.866,0.467
Puerto Rico,2010,Reserve,0.076,0.004
Puerto Rico,2011,Other,0.004,0
Puerto Rico,2011,Access,11.373,0.528
Puerto Rico,2011,Watch,10.067,0.467
Puerto Rico,2011,Reserve,0.094,0.004
Puerto Rico,2012,Other,0.003,0
Puerto Rico,2012,Access,12.101,0.548
Puerto Rico,2012,Watch,9.866,0.447
Puerto Rico,2012,Reserve,0.123,0.006
Puerto Rico,2013,Other,0.003,0
Puerto Rico,2013,Access,10.1,0.507
Puerto Rico,2013,Watch,9.696,0.487
Puerto Rico,2013,Reserve,0.125,0.006
Puerto Rico,2014,Other,0.003,0
Puerto Rico,2014,Access,10.487,0.523
Puerto Rico,2014,Watch,9.467,0.472
Puerto Rico,2014,Reserve,0.113,0.006
Puerto Rico,2015,Other,0.003,0
Puerto Rico,2015,Access,10.429,0.538
Puerto Rico,2015,Watch,8.845,0.456
Puerto Rico,2015,Reserve,0.099,0.005
Puerto Rico,2016,Other,0.002,0
Puerto Rico,2016,Access,10.23,0.54
Puerto Rico,2016,Watch,8.628,0.456
Puerto Rico,2016,Reserve,0.074,0.004
Puerto Rico,2017,Other,0.002,0
Puerto Rico,2017,Access,9.722,0.541
Puerto Rico,2017,Watch,8.187,0.455
Puerto Rico,2017,Reserve,0.07,0.004
Puerto Rico,2018,Other,0.002,0
Puerto Rico,2018,Access,9.583,0.541
Puerto Rico,2018,Watch,8.062,0.455
Puerto Rico,2018,Reserve,0.075,0.004
Ecuador,2000,Access,9.047,0.66
Ecuador,2000,Watch,4.643,0.339
Ecuador,2000,Reserve,0.002,0
Ecuador,2000,Other,0.005,0
Ecuador,2001,Access,9.732,0.656
Ecuador,2001,Watch,5.093,0.343
Ecuador,2001,Reserve,0.005,0
Ecuador,2001,Other,0.012,0.001
Ecuador,2002,Access,9.533,0.645
Ecuador,2002,Watch,5.198,0.352
Ecuador,2002,Reserve,0.009,0.001
Ecuador,2002,Other,0.034,0.002
Ecuador,2003,Access,8.901,0.634
Ecuador,2003,Watch,5.113,0.364
Ecuador,2003,Reserve,0.012,0.001
Ecuador,2003,Other,0.017,0.001
Ecuador,2004,Access,7.714,0.638
Ecuador,2004,Watch,4.371,0.361
Ecuador,2004,Reserve,0.009,0.001
Ecuador,2004,Other,0.006,0
Ecuador,2005,Access,7.735,0.614
Ecuador,2005,Watch,4.843,0.385
Ecuador,2005,Reserve,0.007,0.001
Ecuador,2005,Other,0.004,0
Ecuador,2006,Access,9.309,0.622
Ecuador,2006,Watch,5.639,0.377
Ecuador,2006,Reserve,0.001,0
Ecuador,2006,Other,0.021,0.001
Ecuador,2007,Access,8.832,0.519
Ecuador,2007,Watch,8.147,0.479
Ecuador,2007,Reserve,0.01,0.001
Ecuador,2007,Other,0.015,0.001
Ecuador,2008,Access,9.744,0.609
Ecuador,2008,Watch,6.237,0.39
Ecuador,2008,Reserve,0.028,0.002
Ecuador,2008,Other,0.003,0
Ecuador,2009,Access,9.268,0.583
Ecuador,2009,Watch,6.622,0.416
Ecuador,2009,Reserve,0.016,0.001
Ecuador,2009,Other,0.003,0
Ecuador,2010,Access,9.366,0.585
Ecuador,2010,Watch,6.614,0.413
Ecuador,2010,Reserve,0.023,0.001
Ecuador,2010,Other,0,0
Ecuador,2011,Access,9.852,0.581
